Date,AMD.O,ALB.N,AME.N,APH.O,ADI.O,AAPL.O,AMAT.O,APTV.N,AXON.N,BA.N,AVGO.O,CAT.N,COHR.O,GLW.O,CMI.N,DELL.O,DOV.N,DD.N,ETN.N,ECL.N,EMR.N,FSLR.O,F.N,FTV.N,FCX.N,GE.N,GEV.N,GNRC.N,GD.N,GM.N,HPE.O,HWM.N,HPQ.O,HUBB.N,HII.N,IEX.N,ITW.N,IR.N,INTC.O,IFF.N,JBL.N,KEYS.O,KLAC.O,LHX.N,LRCX.O,LMT.N,LYB.N,MCHP.O,MU.O,MPWR.O,NTAP.O,NDSN.N,NOC.N,NUE.N,NVDA.O,NXPI.O,ON.O,OTIS.N,PCAR.N,PH.N,PNR.N,PPG.N,QCOM.O,Q.N,RTX.N,ROK.N,ROP.N,SNDK.O,STX.O,SHW.N,SWKS.O,SNA.N,SWK.N,STLD.N,SMCI.O,TEL.N,TDY.N,TER.O,TSLA.O,TXN.O,TXT.N,TDG.N,TRMB.N,VRT.N,GWW.N,WAB.N,WDC.O,XYL.N,ZBRA.N,ABT.N,A.N,ALGN.O,ANET.O,BAX.N,BDX.N,TECH.N,BSX.N,BR.N,CRL.N,CIEN.O,CSCO.O,COO.N,DHR.N,DXCM.O,EW.N,FFIV.O,GEHC.N,HOLX.O,IDXX.O,PODD.O,ISRG.O,IQV.N,LITE.O,MDT.N,MTD.N,MSI.N,RMD.N,RVTY.N,STE.N,SYK.N,TMO.N,WAT.N,WST.N,ZBH.N,ACN.N,ADBE.O,AFL.N,ABNB.O,ALL.N,GOOGL.O,GOOG.O,MO.N,AMZN.O,AXP.N,AIG.N,APP.O,ACGL.N,AIZ.N,ADSK.O,BAC.N,BKNG.N,BF.B.N,CDNS.O,COF.N,CCL.N,SCHW.N,CMG.N,CB.N,CINF.N,C.N,CFG.N,CTSH.N,STZ.N,DRI.N,DDOG.O,DPZ.N,EBAY.O,EPAM.N,EXPE.N,FICO.N,FITB.N,IT.N,GL.N,GS.N
2020-03-31,45.48,56.37,72.02,,89.65,63.5725,45.82,49.24,70.62,149.14,23.71,116.04,,,135.32,,83.94,14.262291,77.69,155.83,47.65,36.06,4.531388,34.765689,6.75,39.531376,,93.17,132.31,20.78,,12.310006,,114.74,182.21,138.11,142.12,24.8,54.12,102.08,24.58,,143.74,180.12,24.0,338.95,47.390744,33.9,42.06,167.46,41.69,134.34,302.55,36.02,6.59,82.93,12.44,50.0,39.884859,129.73,29.76,83.6,67.65,,55.637212,150.91,,,48.8,153.17318,89.38,108.82,100.0,22.51,2.128,62.98,297.27,54.17,34.933298,99.93,26.67,266.123097,31.85,8.65,248.5,48.13,31.449071,65.13,183.14,78.91,71.62,173.95,,81.19,176.040922,47.2225,32.63,94.83,126.21,,39.31,,122.68524,67.3175,62.87327,106.63,,35.1,242.24,165.68,165.069835,107.86,73.7,90.18,690.51,132.92,147.29,75.28,139.97,166.49,283.6,182.05,152.25,98.060033,163.26,318.24,34.24,,91.73,58.0975,58.1405,38.67,97.486,85.61,24.25,,27.064891,104.09,156.1,21.23,1341.27,,66.04,50.234606,13.17,33.62,13.088,111.69,75.46,42.12,18.81,46.46,143.36,54.46,35.98,,30.06,185.66,56.39,307.69,14.86,99.57,71.97,154.59
2020-04-30,52.39,61.43,83.87,,109.6,73.45,49.68,69.55,72.74,141.02,27.162,116.38,,,163.5,,93.65,19.666068,83.5,193.5,57.03,44.01,4.775313,40.315349,8.83,33.855587,,97.44,130.62,22.29,,13.07,,124.43,191.41,153.63,162.5,29.08,59.98,131.03,28.44,,164.09,193.7,25.528,389.06,55.335354,43.865,47.89,199.91,43.77,160.67,330.67,41.19,7.307,99.57,16.045,50.91,45.245937,158.12,34.59,90.83,78.67,,64.81,189.48,,,49.95,178.789821,103.88,130.29,110.2,24.26,2.29,73.46,325.67,62.54,52.125281,116.07,26.36,301.770743,34.7,10.59,275.58,56.42,34.819154,71.9,231.12,92.09,76.66,214.85,,88.78,193.478757,56.2325,37.48,116.0,144.67,,42.38,,144.889309,83.8,72.499928,139.26,,50.1,277.6,199.72,170.293163,142.59,80.91,97.63,719.94,143.81,155.32,90.53,142.5,186.43,334.68,187.0,189.26,116.123723,185.19,353.64,37.24,,101.72,67.335,67.433,39.25,123.7,91.25,25.43,,22.880579,106.24,187.13,24.05,1471.01,,81.13,64.521877,15.9,37.72,17.571,108.01,65.84,48.56,22.39,58.1,164.69,73.79,45.12,,39.83,220.89,70.97,352.94,18.7,118.81,82.34,183.42
2020-05-31,53.8,76.52,91.71,,112.95,79.485,56.18,75.35,76.01,145.85,29.127,120.13,,,169.6,,97.25,21.217772,84.9,212.58,61.02,46.62,5.356982,38.412968,9.07,32.710471,,111.27,146.83,25.88,,13.08,,122.42,199.89,159.37,172.46,28.2,62.93,133.19,29.92,,175.96,199.45,27.367,388.44,60.883213,48.01,47.91,209.75,44.54,188.41,335.2,42.26,8.8755,96.1,16.49,52.65,48.347658,179.97,39.14,101.67,80.88,,64.52,216.16,,,53.04,197.949802,118.54,129.69,125.45,26.59,2.596,81.25,374.12,67.02,55.666611,118.74,30.97,353.0854,39.22,12.73,309.62,61.07,33.527037,66.34,261.51,94.92,88.14,245.62,,90.01,189.188253,65.7575,37.99,121.1,179.66,,47.82,,147.681438,94.5775,74.906592,144.92,,53.0,308.88,188.57,193.34314,149.52,73.32,98.58,795.0,135.33,160.82,100.47,165.89,195.73,349.19,199.85,216.04,122.56534,201.62,386.6,36.47,,97.81,71.676,71.446,39.05,122.1185,95.07,30.06,,26.808126,102.58,210.38,24.12,1639.35,,91.29,67.789817,15.74,35.91,20.0782,121.94,58.96,47.91,24.1,53.045,172.7,76.86,71.27,,45.54,230.64,79.57,402.65,19.39,121.7,77.02,196.49
2020-06-30,52.61,77.21,89.37,,122.64,91.2,60.45,77.92,98.0,183.3,31.561,126.5,,,173.26,,96.56,22.221569,87.48,198.95,62.03,49.5,5.704107,42.620883,11.57,34.004949,,121.93,149.46,25.3,,15.85,,125.36,174.49,158.04,174.85,28.12,59.83,122.46,32.08,,194.48,169.67,32.346,364.92,62.754779,52.655,51.52,237.0,44.37,190.72,307.44,41.41,9.49775,114.04,19.82,56.86,48.935352,183.27,37.99,106.06,91.21,,61.62,213.0,,,48.41,192.616474,127.86,138.51,139.38,26.085,2.839,81.55,310.95,84.51,71.987261,126.97,32.91,367.405963,43.17,13.56,314.16,57.57,33.3608,64.96,256.73,91.43,88.37,274.44,,86.1,183.319456,66.0025,35.11,126.19,174.35,,46.64,,156.740344,101.35,69.11,139.48,,57.0,330.16,194.26,189.943143,141.88,81.43,91.7,805.55,140.13,192.0,98.09,153.44,180.19,362.34,180.4,227.17,115.793881,214.72,435.31,36.03,,96.99,70.9025,70.6805,39.25,137.941,95.2,31.18,,27.274106,103.29,239.19,23.75,1593.21,,95.96,62.359857,16.42,33.74,21.0472,126.62,64.01,51.1,25.24,56.84,174.95,75.77,86.95,,52.45,252.01,82.19,418.04,19.29,121.33,74.23,197.62
2020-07-31,77.43,82.46,93.25,,114.85,106.26,64.33,77.75,83.0,158.0,31.675,132.88,,,193.26,,102.93,22.367957,93.13,187.08,62.01,59.55,6.20134,44.214599,12.92,30.22109,,157.58,146.74,24.89,,14.78,,134.97,173.71,164.82,184.99,31.59,47.73,125.95,34.86,,199.83,168.33,37.716,378.97,59.69916,50.865,50.055,265.01,44.3,192.92,325.01,41.95,10.61475,117.53,20.6,62.74,55.478349,178.92,42.85,107.65,105.61,,56.68,218.14,,,45.22,215.973117,145.58,145.87,153.32,27.41,3.0305,89.07,306.7,88.96,95.383905,127.55,34.94,358.703914,44.51,14.5,341.53,62.19,32.567394,72.98,280.25,100.64,96.33,293.82,,86.38,215.551869,68.535,38.57,134.34,198.99,,47.1,,180.646282,108.885,78.41,135.9,,69.78,397.75,203.36,228.479772,158.39,92.83,96.48,935.0,139.8,202.51,118.91,159.63,193.3,413.95,213.15,268.87,130.830788,224.78,444.32,35.57,,94.39,74.3975,74.148,41.15,158.234,93.32,32.14,,29.214106,107.47,236.43,24.88,1638.77,,109.25,63.565407,13.88,33.15,23.1032,127.24,77.9,50.01,24.81,68.21,178.2,75.9,93.86,,55.28,290.08,81.03,439.19,19.87,124.64,79.6,197.96
2020-08-31,90.82,91.01,100.7,,116.88,129.04,61.6,86.12,85.77,171.82,34.715,142.31,,,207.25,,109.84,23.321564,102.1,197.08,69.47,76.59,6.398357,45.42406,15.61,31.565356,,189.98,149.35,29.63,,17.52,,144.92,151.52,180.23,197.55,35.06,50.95,123.79,34.15,,205.14,180.74,33.634,390.26,62.525608,54.85,45.51,267.13,47.39,186.36,342.61,45.46,13.3745,125.76,21.37,62.9,56.131343,206.01,45.14,120.4,119.1,,61.0,230.53,,,47.99,223.68311,144.85,148.27,161.3,29.53,2.739,96.6,313.61,84.97,166.106501,142.15,39.43,415.296318,52.45,16.23,365.43,66.55,29.031074,80.18,286.72,109.47,100.42,296.98,,87.07,186.001021,63.5625,41.02,137.4,218.95,,42.22,,183.012943,106.3525,85.84,132.33,,59.72,391.06,218.25,243.61309,163.75,86.0,107.47,970.78,154.75,180.78,117.72,159.64,198.16,428.98,216.26,283.96,136.670928,239.93,513.39,36.32,,93.0,81.4765,81.709,43.74,172.548,101.59,29.14,,30.022439,121.56,245.7,25.74,1910.0,,110.91,68.776177,16.48,35.53,26.2056,125.0,79.34,51.12,25.87,66.96,184.48,86.67,83.55,,54.78,327.1,98.3,420.79,20.65,129.82,82.48,204.87
2020-09-30,81.99,89.28,99.4,,116.74,115.81,59.45,91.68,90.37,165.26,36.432,149.15,,,211.16,,108.34,23.204455,102.03,199.84,65.57,66.2,6.248249,48.006762,15.64,31.017692,,193.64,138.43,29.59,,16.72,,136.84,140.75,182.41,193.21,35.6,51.78,122.45,34.26,,193.74,169.84,33.175,383.28,67.309562,51.38,46.96,279.61,43.84,192.11,315.49,44.86,13.5305,124.81,21.69,62.42,55.824436,202.34,45.77,122.08,117.68,,57.54,220.68,,,49.27,232.246434,145.5,147.13,162.2,28.63,2.64,97.74,310.21,79.46,143.00319,142.79,36.09,394.891802,48.73,17.32,356.77,61.88,27.618057,84.12,252.98,108.83,100.94,327.36,,80.42,178.270452,61.98,38.21,132.0,226.45,,39.39,,190.866359,103.0575,79.82,122.77,,66.47,393.11,236.59,236.513097,157.63,75.13,103.92,965.75,156.81,171.43,125.51,176.19,208.37,441.52,195.68,274.9,132.072545,225.99,490.43,36.35,,94.14,73.28,73.48,38.64,157.4365,100.25,27.53,,27.825675,121.31,231.01,24.09,1713.38,,106.63,71.595771,15.18,36.23,24.8742,116.12,77.97,43.11,25.28,69.44,189.51,100.74,102.16,,52.1,323.28,91.63,425.38,21.35,124.95,79.9,200.97
2020-10-31,75.29,93.21,98.2,,118.53,108.86,59.23,96.49,98.38,144.39,34.963,157.05,,,219.89,,110.71,23.790003,103.79,183.59,64.79,87.045,7.252097,46.406483,17.34,36.942419,,210.15,131.33,34.53,,17.25,,145.51,147.48,170.39,195.88,34.94,44.28,102.66,33.14,,197.18,161.11,34.208,350.13,65.361604,52.54,50.34,319.6,43.89,192.84,289.82,47.76,12.534,135.12,25.09,61.28,55.641598,208.36,49.76,129.72,123.36,,54.32,237.12,,,47.82,229.326437,141.29,157.53,166.2,31.48,2.272,96.88,309.15,87.85,129.346537,144.59,35.8,396.795115,47.96,17.65,350.02,59.3,28.509694,87.14,283.57,105.11,102.09,426.08,,77.57,177.082901,63.0875,34.27,137.6,227.7,,35.9,,203.461961,79.895,71.69,132.94,,68.82,424.82,222.25,222.359778,153.99,82.69,100.57,997.91,158.06,191.94,129.55,177.19,202.01,473.12,222.82,272.07,128.153248,216.91,447.1,33.95,,88.75,80.8055,81.0505,36.08,151.8075,91.24,31.49,,28.738616,124.37,235.54,23.7,1620.94,,109.37,72.811285,13.71,41.11,24.0296,129.91,70.77,41.42,27.25,71.4,165.23,91.92,90.75,,47.63,308.95,93.83,391.45,23.23,120.1,81.09,189.04
2020-11-30,92.66,135.97,118.53,,139.08,119.05,82.48,118.7,125.5,210.71,40.158,173.59,,,231.17,,122.03,26.533717,121.11,222.15,76.82,93.43,8.518634,52.832576,23.39,50.683805,,215.6,149.35,43.84,,23.46,,161.59,160.19,193.15,211.09,44.27,48.35,112.1,38.22,,251.97,191.99,45.266,365.0,81.260373,67.195,64.09,319.96,53.31,203.3,302.26,53.7,13.4015,158.42,28.75,66.94,56.836576,267.26,51.82,146.77,147.17,,71.72,255.56,,,58.81,249.209751,141.17,175.85,184.31,36.22,2.821,113.97,377.94,110.34,189.199811,161.25,45.1,481.388665,59.85,18.71,418.3,73.3,33.912405,95.97,378.72,108.22,116.9,481.29,,76.07,179.92536,75.62,33.15,146.88,234.52,,43.02,,199.109786,79.92,83.89,162.81,,69.13,460.98,257.71,242.016425,168.99,86.38,113.7,1150.04,171.53,209.6,133.0,193.81,233.4,464.98,232.01,275.16,144.664742,249.09,478.47,43.93,,102.35,87.72,88.037,39.83,158.402,118.59,38.44,,30.621556,129.12,280.23,28.16,2033.58,,116.3,85.325102,19.98,48.78,25.7886,147.83,76.1,55.07,32.66,78.13,205.84,107.98,98.92,,50.43,322.33,124.31,472.78,25.35,152.0,93.1,230.58
2020-12-31,91.71,147.52,120.94,,147.73,132.69,86.3,130.29,122.61,214.06,43.785,182.02,,,227.1,,126.25,29.741686,120.14,216.36,80.37,98.92,8.246563,53.352389,26.02,53.770637,,227.41,148.82,41.64,,28.54,,156.79,170.48,199.2,203.88,45.56,49.82,108.84,42.53,,258.91,189.02,47.227,354.98,87.524392,69.055,75.18,366.23,66.24,200.97,304.72,53.19,13.055,159.01,32.73,67.55,56.784699,272.41,53.09,144.22,152.34,,71.51,250.81,,,62.16,244.969755,152.88,171.14,178.56,36.86,3.166,121.07,391.98,119.89,235.223098,164.13,48.33,514.351725,66.83,18.67,408.34,73.2,41.854013,101.79,383.61,109.49,118.49,534.38,,80.24,191.708924,79.415,35.95,153.2,249.86,,44.75,,196.902675,92.43,91.23,175.94,,72.83,499.87,255.63,272.699727,179.17,94.8,117.14,1139.68,170.06,212.56,143.5,189.54,245.04,465.78,247.42,283.31,149.486253,261.21,500.12,44.47,146.8,109.93,87.632,87.594,41.0,162.8465,120.91,37.86,,34.316113,136.22,305.34,30.31,2220.47,,136.43,98.486529,21.66,53.04,27.7342,153.92,87.29,61.66,35.76,81.98,219.05,119.12,98.44,,50.25,358.35,132.42,511.04,27.58,160.19,94.96,263.71
2021-01-31,85.64,162.66,113.26,,147.33,131.96,96.68,133.6,164.84,194.19,45.05,182.84,,,234.42,,116.49,33.229883,117.7,204.51,79.35,99.15,9.878988,49.7815,26.91,53.173186,,246.42,146.68,50.68,,24.58,,155.6,157.33,186.19,194.21,41.84,55.51,112.38,41.37,,280.07,171.51,48.395,321.82,81.890595,68.055,78.27,355.29,66.44,179.09,286.61,48.73,12.98975,160.47,34.49,64.65,60.056435,264.61,54.46,134.71,156.28,,66.73,248.53,,,66.12,230.599769,169.25,179.99,173.49,34.3,3.1,120.4,357.01,113.48,264.509735,165.69,45.26,459.853797,65.95,20.12,364.39,74.21,42.639862,96.59,388.68,123.59,120.17,525.38,,76.83,200.573412,81.1575,35.44,141.31,259.05,,44.58,,210.818998,93.7125,82.58,195.95,,79.73,478.68,267.18,249.213084,177.8,93.8,111.33,1168.1,167.55,201.57,147.07,187.11,221.01,509.7,264.67,299.49,149.078801,241.92,458.77,45.18,183.63,107.18,91.368,91.787,41.08,160.31,116.26,37.44,,29.879792,135.47,277.43,29.65,1950.22,,130.39,103.876636,18.67,51.54,29.6,145.67,84.14,57.99,36.44,78.0,210.93,116.89,102.75,,56.51,344.43,124.23,450.11,28.92,151.91,90.39,271.17
2021-02-28,84.51,157.21,117.97,,155.82,121.26,118.19,149.84,165.47,212.01,46.987,215.88,,,253.2,,123.26,29.41127,130.19,209.36,85.9,81.02,10.976654,49.585629,33.91,62.433685,,329.56,163.47,51.33,,28.11,,177.51,175.91,195.17,202.18,46.34,60.78,135.51,43.17,,311.23,181.91,56.719,330.25,98.438682,76.315,91.53,374.52,62.6,192.03,291.66,59.82,13.7145,182.55,40.27,63.71,59.91161,286.96,55.93,134.82,136.19,,71.99,243.28,,,73.23,226.779773,177.82,203.11,174.84,41.66,3.263,130.03,371.0,128.61,225.166442,172.27,50.34,479.294189,74.18,20.93,372.71,72.43,51.782913,99.56,499.49,119.78,122.07,567.11,,77.69,184.759839,90.4675,38.78,142.49,286.14,,44.87,,194.713291,99.445,83.1,189.98,,72.09,520.17,259.1,245.599754,192.79,90.0,116.97,1116.05,175.48,192.78,126.09,174.8,242.69,450.08,273.88,280.65,158.188256,250.9,459.67,47.89,206.35,106.6,101.0955,101.843,43.6,154.6465,135.26,43.95,,34.073613,123.22,276.0,34.71,2342.33,,141.09,119.748061,26.75,61.72,28.84,162.58,98.19,65.88,43.44,73.65,214.14,137.33,95.41,,56.42,373.61,161.21,457.55,34.72,179.04,93.4,319.48
2021-03-31,78.5,146.11,127.73,,155.08,122.15,133.6,137.9,142.59,254.72,46.366,231.87,,,259.11,,137.13,32.322283,138.28,214.07,90.22,87.3,11.49265,53.216785,32.93,65.371155,,327.45,181.56,57.46,,32.13,,186.89,205.85,209.32,221.52,49.21,64.0,139.61,52.16,,330.4,202.68,59.524,369.5,99.355368,77.61,88.21,353.21,72.67,199.11,323.64,80.27,13.34825,201.34,41.61,68.45,61.162374,315.43,62.32,150.26,132.59,,77.27,265.44,,,76.75,246.003087,183.48,230.74,199.67,50.78,3.906,129.11,413.65,121.68,222.643111,188.99,56.08,488.644528,77.93,20.0,400.93,79.16,50.437902,105.18,484.94,119.84,127.14,541.53,,84.34,186.292162,95.365,38.65,153.1,289.83,,51.71,,199.508661,89.8475,83.64,208.62,,74.38,489.31,260.92,246.313087,193.14,91.35,118.13,1155.69,188.05,194.02,128.29,190.48,243.58,456.38,284.17,281.78,155.29729,276.25,475.37,51.18,187.94,114.9,103.126,103.4315,51.16,154.704,141.44,46.21,,36.479593,141.77,277.15,38.69,2333.36,,136.99,126.762175,26.54,65.18,28.4164,157.97,103.18,72.75,44.15,78.12,228.0,142.0,83.34,,61.24,396.69,171.97,486.05,37.43,182.55,96.63,327.0
2021-04-30,81.62,168.17,134.93,,153.16,131.46,132.71,143.89,151.44,234.31,45.62,228.11,,,252.04,,149.19,32.25118,142.93,224.12,90.49,76.53,10.826546,53.352389,37.71,65.321367,,323.95,190.23,57.22,,31.96,,192.01,212.32,224.2,230.46,49.41,57.53,142.17,52.42,,315.35,209.23,62.045,380.56,99.059355,75.145,86.07,361.38,74.69,211.62,354.44,82.26,15.0095,192.51,39.0,77.87,59.174317,313.81,64.51,171.24,138.8,,83.24,264.26,,,92.84,273.87,181.33,237.6,206.77,54.2,3.702,134.47,447.75,125.08,236.479764,180.51,64.24,510.104593,81.97,22.7,433.54,82.07,53.369723,110.65,487.5,120.08,133.64,595.53,,85.69,190.628636,106.92,43.6,158.63,332.45,,50.91,,225.089877,96.525,95.52,186.76,,65.55,548.99,295.22,288.333045,234.69,85.05,130.92,1313.32,188.3,187.97,129.63,211.02,262.63,470.23,299.87,328.52,171.866991,289.97,508.34,53.73,172.71,126.8,117.675,120.506,47.75,173.371,153.35,48.45,58.01,37.744396,155.6,291.91,40.53,2466.69,,131.77,148.531833,27.96,70.4,29.8406,171.59,112.57,71.24,46.28,80.39,240.32,146.72,85.77,,55.79,457.75,176.42,521.41,40.52,195.88,102.49,348.45
2021-05-31,80.08,167.08,135.1,,164.6,124.61,138.13,150.42,140.52,247.02,47.233,241.08,,,257.28,,150.5,35.379683,145.25,215.08,95.69,76.11,13.63169,54.633087,42.72,70.001404,,328.72,189.91,59.31,,35.48,,190.64,216.21,222.66,231.76,49.64,57.12,141.67,56.45,,316.89,218.06,64.985,382.2,107.538698,78.475,84.14,343.12,77.37,221.99,365.87,102.54,16.2445,211.42,40.04,78.33,60.293422,308.15,68.97,179.72,134.54,,88.71,263.72,,,95.75,283.53,170.0,254.62,216.8,62.45,3.474,135.68,419.47,132.35,208.406458,189.82,68.47,539.277649,77.82,24.82,462.16,82.76,56.845594,118.12,497.41,116.65,138.13,590.15,,82.12,185.326799,103.46,42.55,159.48,337.99,,52.9,,227.039935,92.3475,95.9,185.43,,63.06,558.11,269.67,280.726386,240.16,81.37,126.59,1300.95,205.31,205.85,145.07,190.86,255.27,469.5,322.25,347.51,163.300805,282.16,504.58,56.68,140.4,136.61,117.8425,120.578,49.22,161.1535,160.13,52.84,74.31,37.944102,161.15,285.86,42.39,2364.94,,126.99,160.188812,29.56,73.85,27.4396,169.99,121.56,78.71,49.9,71.56,239.72,143.23,91.05,,60.88,477.6,176.77,506.06,42.14,231.84,105.42,372.02
2021-06-30,93.93,168.46,133.5,,172.16,136.96,142.4,157.33,176.9,239.56,47.684,217.63,,,243.81,,150.6,32.376655,148.18,205.97,96.24,90.51,13.941288,52.538768,37.11,67.014146,,415.15,188.26,59.17,,34.47,,186.84,210.75,220.05,223.56,48.81,56.14,149.4,58.12,,324.21,216.15,65.07,378.35,98.228608,74.87,84.98,373.45,81.82,219.69,363.43,95.93,20.0025,205.72,38.28,81.77,58.772756,307.11,67.49,169.77,142.93,,85.31,286.02,,,87.93,272.45,191.75,223.43,204.99,59.6,3.518,135.21,418.83,133.96,226.56644,192.3,68.77,537.98938,81.8,27.3,438.0,82.3,53.77776,119.96,529.69,115.93,147.81,611.0,,80.5,186.322809,112.865,42.76,161.53,369.92,,53.0,,237.87162,106.75,103.57,186.66,,66.72,631.55,274.51,306.54636,242.32,82.03,124.13,1385.34,216.85,246.52,154.41,206.3,259.73,504.47,345.61,359.1,156.015181,294.79,585.64,53.66,153.14,130.44,122.0895,125.316,47.68,172.008,165.23,47.6,75.17,37.040671,156.18,291.9,41.23,2187.61,,136.82,154.121205,26.36,72.81,31.0068,158.94,116.68,70.75,45.87,69.29,233.89,145.99,104.08,,70.21,510.96,163.71,502.68,38.26,242.2,95.25,379.53
2021-07-31,106.19,206.04,139.05,,167.42,145.86,139.93,166.85,185.65,226.48,48.54,206.75,,,232.1,,167.12,31.389587,158.05,220.83,100.89,86.04,13.087549,54.738556,38.1,64.474977,,419.36,196.03,56.84,,32.82,,200.46,205.13,226.69,226.67,48.87,53.72,150.64,59.54,,348.16,226.74,63.741,371.67,94.84833,71.56,77.58,449.26,79.59,225.93,363.02,104.02,19.499,206.39,39.06,89.55,54.638651,312.03,73.67,163.52,149.8,,86.95,307.42,,,87.9,291.03,184.51,217.98,197.05,64.49,3.804,147.47,452.77,127.0,229.066438,190.62,69.01,532.836305,85.42,28.04,444.58,84.87,49.062666,125.85,553.0,120.98,153.23,695.8,,77.35,195.945797,120.69,45.6,173.49,406.92,,55.37,,263.692161,128.8775,112.27,206.51,,75.04,678.53,279.69,330.486336,247.7,83.99,131.31,1473.71,223.92,271.8,182.23,217.95,270.94,540.01,389.81,411.73,158.537501,317.68,621.63,55.0,144.01,130.05,134.7265,135.221,48.04,166.3795,170.53,47.35,61.47,37.07871,157.81,321.13,38.36,2176.64,,147.65,161.105429,21.65,67.95,37.2688,168.74,117.9,67.62,42.16,73.505,224.34,145.88,110.7,,68.21,559.8,160.745,523.91,36.29,264.73,93.11,374.88
2021-08-31,110.72,236.74,135.97,,162.95,151.83,135.13,152.19,182.18,219.5,49.721,210.87,,,235.98,,174.36,30.958791,168.36,225.36,105.5,94.0,12.224427,55.650112,36.39,65.601422,,436.98,200.31,49.01,,31.75,,206.11,204.17,224.0,232.86,53.02,54.06,151.5,61.78,,339.96,233.01,60.482,359.8,95.822308,78.68,73.7,494.93,88.93,238.56,367.7,117.56,22.385,215.13,44.36,92.22,53.888192,296.67,77.16,159.55,146.69,,84.76,325.45,,,87.59,303.67,183.46,224.95,193.27,67.43,3.654,150.22,463.38,121.44,245.239755,190.91,72.67,504.893338,94.305,28.17,433.7,89.79,47.755437,136.31,587.8,126.37,175.47,709.0,,76.22,192.842843,124.82,45.15,172.22,443.86,,59.02,,287.332182,132.355,117.18,203.57,,79.15,673.76,297.81,351.186315,259.73,86.64,133.48,1552.83,244.22,290.53,184.8,215.01,277.1,554.95,414.02,451.62,145.955005,336.56,663.7,56.68,154.99,135.28,144.6975,145.462,50.23,173.5395,165.96,54.56,70.4,39.056749,170.11,310.09,41.75,2300.17,,163.48,165.97,24.14,72.85,38.0666,183.92,123.48,71.91,43.79,76.35,211.14,150.65,137.8,,76.74,632.81,144.39,459.74,38.87,308.74,96.07,413.51
2021-09-30,102.9,218.97,124.01,,167.48,141.5,128.73,148.97,174.98,219.94,48.493,191.97,,,224.56,,155.5,28.43675,149.31,208.62,94.2,95.46,13.284565,53.164051,32.53,64.12024,,408.67,196.03,52.71,,31.2,,180.67,193.06,206.95,206.63,50.41,53.28,133.72,58.37,,334.51,220.24,56.915,345.1,89.615582,76.745,70.98,484.68,89.76,239.36,360.15,98.49,20.716,195.87,45.77,82.28,52.012046,279.62,72.63,143.01,128.98,,85.96,294.04,,,82.52,279.73,164.78,208.95,175.31,58.43,3.657,137.22,429.58,109.17,258.493075,192.21,69.81,519.105852,82.24,24.09,393.06,86.21,42.647419,123.68,516.23,118.13,157.53,665.43,,80.43,188.337813,121.4075,43.39,166.64,412.67,,54.43,,269.852572,136.715,113.21,198.78,,73.81,621.9,284.23,331.383002,239.54,83.54,125.35,1377.36,232.32,263.55,173.29,204.28,263.72,571.33,357.3,424.54,141.987202,319.92,575.72,52.13,167.75,127.31,133.676,133.2655,45.52,164.252,167.53,54.89,72.37,36.303662,157.75,285.17,42.45,2388.57,,151.44,161.97,25.01,72.84,36.3504,173.48,114.2,70.18,46.98,74.26,210.69,151.47,141.35,,69.67,570.48,164.02,397.93,42.43,303.88,89.03,378.03
2021-10-31,120.23,250.47,132.4,,173.49,149.8,136.65,172.89,179.45,207.03,53.167,204.01,,,239.84,,169.08,29.11013,164.76,222.22,97.01,119.59,16.024038,57.03628,37.72,65.265356,,498.56,202.75,54.43,,29.69,,199.37,202.73,222.57,227.87,53.76,49.0,147.45,59.96,,372.76,230.54,56.357,332.32,88.632054,74.09,69.1,525.46,89.3,252.47,357.22,111.65,25.567,200.86,48.07,80.31,59.049241,296.59,73.97,160.57,133.04,,88.86,319.4,,,89.07,316.61,167.13,203.23,179.73,66.07,3.539,146.0,449.22,138.24,371.332962,187.48,73.85,518.482496,87.42,25.68,463.11,90.73,39.511579,130.59,532.52,128.89,157.49,624.37,,78.96,183.564627,130.935,43.13,178.41,448.68,,55.97,,276.34981,155.8025,119.82,211.15,,73.31,666.14,310.02,361.13,261.42,82.58,119.86,1480.88,248.59,262.91,176.89,233.74,266.07,633.07,367.55,429.88,138.844004,358.79,650.36,53.67,170.66,123.67,148.046,148.2705,44.11,168.6215,173.78,59.09,98.25,39.760474,161.31,317.61,47.78,2401.44,,173.11,151.03,22.16,82.03,35.5806,195.38,121.51,69.16,47.38,78.14,216.81,144.14,167.05,,76.72,673.24,164.57,398.2,43.5,331.91,89.02,413.35
